,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,vwap,Day_Perc_Change,Trend
156,2018-11-26,73.3,73.3,74.15,72.35,73.1,73.65,73.67,333220,24548083.15,5289,204693,61.43,11,2018,73.62612877022477,0.004774897680764001,Slight or No change
157,2018-11-27,73.65,73.6,76.5,73.05,76.35,76.15,75.47,702396,53011346.55,14440,447034,63.64,11,2018,73.63210063274073,0.0339443312966734,Slight or No change
158,2018-11-28,76.15,77.0,77.5,70.75,71.0,71.2,73.44,462408,33960615.25,7103,203220,43.95,11,2018,73.62831802348838,-0.06500328299409064,Slight or No change
159,2018-11-29,71.2,71.2,72.3,70.1,70.85,70.4,70.96,276196,19599151.5,5198,106604,38.6,11,2018,73.62532179425804,-0.011235955056179692,Slight or No change
160,2018-11-30,70.4,71.0,71.5,67.0,67.9,68.05,68.91,2154487,148471622.35,29720,1824622,84.69,11,2018,73.5852478315631,-0.03338068181818199,Slight or No change
161,2018-12-03,68.05,68.45,69.35,67.7,68.55,68.9,68.71,306421,21054557.65,10722,198945,64.93,12,2018,73.58046311930086,0.012490815576782,Slight or No change
162,2018-12-04,68.9,69.0,69.3,68.0,68.9,68.9,68.62,133599,9167730.65,6522,86588,64.81,12,2018,73.57838005134376,0.0,Slight or No change
163,2018-12-05,68.9,67.7,69.45,67.1,67.85,67.95,68.03,1226814,83463412.35,7181,1057758,86.22,12,2018,73.5554712557725,-0.013788098693759077,Slight or No change
164,2018-12-06,67.95,68.0,69.6,66.0,66.15,66.3,67.24,489131,32887932.95,7429,165917,33.92,12,2018,73.54371614488775,-0.02428256070640189,Slight or No change
165,2018-12-07,66.3,66.75,68.6,66.05,66.7,66.75,67.14,245706,16496337.55,4043,114190,46.47,12,2018,73.53819148226042,0.006787330316742057,Slight or No change
166,2018-12-10,66.75,66.05,66.2,64.1,65.1,65.1,65.03,154612,10054756.55,3531,85525,55.32,12,2018,73.5338757648408,-0.024719101123595544,Slight or No change
167,2018-12-11,65.1,63.7,66.5,63.7,66.0,66.15,65.3,104143,6800581.9,2774,59084,56.73,12,2018,73.53133288814252,0.016129032258064724,Slight or No change
168,2018-12-12,66.15,66.0,68.7,65.65,68.25,67.95,67.63,281880,19063708.9,4140,160168,56.82,12,2018,73.52613522180287,0.027210884353741527,Slight or No change
169,2018-12-13,67.95,69.4,69.6,68.25,68.9,68.85,69.17,181176,12532696.4,8936,107630,59.41,12,2018,73.5233379538912,0.013245033112582627,Slight or No change
170,2018-12-14,68.85,68.95,71.1,68.5,69.75,69.85,69.95,338111,23649484.85,9813,258540,76.47,12,2018,73.51924174627071,0.014524328249818419,Slight or No change
171,2018-12-17,69.85,69.85,71.4,69.05,69.4,70.1,69.94,378359,26462180.7,6919,298173,78.81,12,2018,73.51498032911165,0.0035790980672869566,Slight or No change
172,2018-12-18,70.1,69.5,70.95,69.3,70.7,70.45,70.42,1491592,105042332.15,4864,1237804,82.99,12,2018,73.49999489488295,0.004992867332382467,Slight or No change
173,2018-12-19,70.45,72.0,72.5,70.7,71.15,71.5,71.28,490257,34944608.75,9341,248165,50.62,12,2018,73.49678606321493,0.014904187366926891,Slight or No change
174,2018-12-20,71.5,71.1,71.65,70.7,70.9,70.95,71.1,87032,6188293.75,2282,44577,51.22,12,2018,73.49606088960013,-0.007692307692307665,Slight or No change
175,2018-12-21,70.95,71.4,72.0,69.85,71.5,71.25,70.76,148912,10536683.45,1976,100411,67.43,12,2018,73.49496715927285,0.0042283298097252064,Slight or No change
176,2018-12-24,71.25,71.6,71.6,68.8,68.8,69.2,69.82,314964,21992144.55,2644,263058,83.52,12,2018,73.49054807054286,-0.028771929824561338,Slight or No change
177,2018-12-26,69.2,68.2,69.8,67.75,68.1,68.1,68.49,190287,13032748.1,4544,65234,34.28,12,2018,73.48719930980127,-0.015895953757225523,Slight or No change
178,2018-12-27,68.1,68.9,69.65,68.0,68.75,68.45,68.65,141427,9709304.95,2711,68342,48.32,12,2018,73.48487463040078,0.0051395007342145416,Slight or No change
179,2018-12-28,68.45,77.8,77.8,73.4,75.1,74.8,74.74,3759548,280985222.1,32483,820431,21.82,12,2018,73.5008131816273,0.09276844411979535,Slight or No change
180,2018-12-31,74.8,75.45,75.6,72.0,73.45,73.6,73.09,598266,43727899.95,10996,260463,43.54,12,2018,73.50100410432593,-0.016042780748663166,Slight or No change
181,2019-01-01,73.6,73.45,75.55,72.4,74.15,74.3,74.61,1252687,93467307.45,7598,246509,19.68,1,2019,73.50421147773316,0.009510869565217517,Slight or No change
182,2019-01-02,74.3,73.75,73.8,70.55,70.85,71.15,72.19,328582,23721534.35,4202,163173,49.66,1,2019,73.50173522710604,-0.042395693135935275,Slight or No change
183,2019-01-03,71.15,71.25,71.7,69.3,69.55,69.55,70.39,208543,14678340.3,3544,121822,58.42,1,2019,73.49909890188597,-0.022487702037948143,Slight or No change
184,2019-01-04,69.55,69.05,70.3,68.6,68.8,69.0,69.2,185463,12834788.4,2573,84045,45.32,1,2019,73.49643117871966,-0.00790797987059666,Slight or No change
185,2019-01-07,69.0,69.95,70.3,69.0,69.95,69.9,69.7,147380,10271740.0,2352,82137,55.73,1,2019,73.49473737275265,0.013043478260869712,Slight or No change
186,2019-01-08,69.9,69.75,69.8,68.05,68.25,68.65,69.0,164222,11330816.0,2739,101665,61.91,1,2019,73.49219624162887,-0.01788268955650929,Slight or No change
187,2019-01-09,68.65,69.0,69.7,68.3,68.8,68.6,68.99,131241,9054857.05,1591,60315,45.96,1,2019,73.49014641612418,-0.000728332119446673,Slight or No change
188,2019-01-10,68.6,68.9,70.8,66.2,69.9,70.3,69.66,324307,22592132.1,2518,165897,51.15,1,2019,73.48684681833778,0.02478134110787167,Slight or No change
189,2019-01-11,70.3,72.0,73.0,71.05,71.7,71.95,71.88,515022,37022262.6,7074,241606,46.91,1,2019,73.48432660293867,0.023470839260313126,Slight or No change
190,2019-01-14,71.95,72.15,72.15,70.2,70.55,70.6,71.03,179988,12785360.65,2097,106632,59.24,1,2019,73.4826745632958,-0.018763029881862514,Slight or No change
191,2019-01-15,70.6,70.95,70.95,69.1,70.0,69.75,69.99,161922,11332768.2,1832,95370,58.9,1,2019,73.48075220320649,-0.012039660056657131,Slight or No change
192,2019-01-16,69.75,69.85,70.45,68.7,68.8,68.95,69.63,314484,21898746.65,7807,203523,64.72,1,2019,73.47622485982721,-0.011469534050179142,Slight or No change
193,2019-01-17,68.95,68.95,70.95,68.65,69.15,69.3,69.99,425624,29787978.95,5667,228337,53.65,1,2019,73.47058461941178,0.0050761421319796,Slight or No change
194,2019-01-18,69.3,69.3,69.6,68.25,68.4,68.55,68.76,133127,9154261.1,1917,77020,57.85,1,2019,73.46850689920606,-0.010822510822510845,Slight or No change
195,2019-01-21,68.55,68.7,69.15,68.0,68.0,68.2,68.54,88106,6038744.05,1362,50580,57.41,1,2019,73.46703500734836,-0.0051057622173594774,Slight or No change
196,2019-01-22,68.2,68.05,69.1,68.0,68.45,68.6,68.43,127844,8747817.2,2747,95088,74.38,1,2019,73.46506280411512,0.00586510263929596,Slight or No change
197,2019-01-23,68.6,68.6,69.7,68.0,69.1,68.85,68.88,114950,7917841.3,2472,57677,50.18,1,2019,73.46338192983538,0.0036443148688045657,Slight or No change
198,2019-01-24,68.85,68.75,69.05,66.7,67.75,67.7,68.27,768847,52491387.85,10595,670668,87.23,1,2019,73.44937608589208,-0.016702977487291104,Slight or No change
199,2019-01-25,67.7,67.7,68.3,67.05,67.35,67.35,67.7,199816,13528317.5,3269,135821,67.97,1,2019,73.44552632788759,-0.005169867060561439,Slight or No change
200,2019-01-28,67.35,67.05,69.3,65.5,66.85,66.9,67.13,621305,41710835.9,5522,542698,87.35,1,2019,73.43270551131421,-0.006681514476614581,Slight or No change
201,2019-01-29,66.9,66.25,78.9,64.75,69.3,69.35,67.19,1091626,73347589.6,16337,793817,72.72,1,2019,73.41870331514082,0.03662182361733923,Slight or No change
202,2019-01-30,69.35,69.95,69.95,68.05,68.1,68.3,68.57,202790,13904616.1,4997,101674,50.14,1,2019,73.41544416688998,-0.015140591204037435,Slight or No change
203,2019-01-31,68.3,68.35,70.6,68.35,70.0,69.9,69.54,609608,42389841.8,5274,493694,80.99,1,2019,73.40872836265946,0.023426061493411643,Slight or No change
204,2019-02-01,69.9,69.95,70.7,68.0,70.5,69.95,70.12,462640,32442242.35,6430,390006,84.3,2,2019,73.40372113183092,0.0007153075822603494,Slight or No change
205,2019-02-04,69.95,69.9,71.2,69.2,71.15,70.7,70.55,389857,27505347.75,13341,298954,76.68,2,2019,73.40042673650127,0.010721944245889903,Slight or No change
206,2019-02-05,70.7,70.75,71.45,70.1,70.35,71.0,71.03,228973,16264177.6,10587,172830,75.48,2,2019,73.3987101308999,0.004243281471004279,Slight or No change
207,2019-02-06,71.0,71.4,71.4,69.8,70.2,70.85,70.89,697305,49431584.8,18716,595798,85.44,2,2019,73.39317157891402,-0.0021126760563381364,Slight or No change
208,2019-02-07,70.85,70.75,71.75,69.1,70.0,70.35,70.15,729905,51204874.35,14846,576012,78.92,2,2019,73.38626506274494,-0.007057163020465773,Slight or No change
209,2019-02-08,70.35,70.2,71.25,70.2,70.6,70.95,70.81,100041,7084239.3,3767,65425,65.4,2,2019,73.38550747359565,0.008528784648187848,Slight or No change
210,2019-02-11,70.95,71.0,71.8,70.0,70.0,71.0,70.98,296921,21076917.9,4525,251300,84.64,2,2019,73.38330783040446,0.000704721634954053,Slight or No change
211,2019-02-12,71.0,69.7,72.7,69.7,72.3,72.0,71.79,256900,18442657.6,6748,179786,69.98,2,2019,73.38220510560978,0.014084507042253502,Slight or No change
212,2019-02-13,72.0,72.05,73.4,72.05,73.0,72.95,72.99,120194,8773087.0,2807,72524,60.34,2,2019,73.3820439687353,0.013194444444444509,Slight or No change
213,2019-02-14,72.95,71.9,74.4,70.2,71.3,71.3,71.84,1621958,116527476.35,8105,1469669,90.61,2,2019,73.37162146019811,-0.022618231665524458,Slight or No change
214,2019-02-15,71.3,71.9,75.0,70.45,71.55,72.2,71.39,1263529,90205399.95,3914,1064011,84.21,2,2019,73.36707027006953,0.012622720897615736,Slight or No change
215,2019-02-18,72.2,72.2,73.25,71.8,72.5,72.8,72.71,181230,13176976.75,5517,111118,61.31,2,2019,73.36675449523906,0.008310249307479145,Slight or No change
216,2019-02-19,72.8,73.2,74.35,72.7,73.4,73.1,73.34,452783,33208856.5,16515,319893,70.65,2,2019,73.36638389250875,0.004120879120879106,Slight or No change
217,2019-02-20,73.1,73.2,73.95,73.0,73.95,73.7,73.55,173097,12731074.8,2293,147045,84.95,2,2019,73.36656099012023,0.008207934336525335,Slight or No change
218,2019-02-21,73.7,73.7,75.4,73.7,75.05,74.85,74.52,559399,41687548.9,6335,441954,79.01,2,2019,73.36910151309694,0.015603799185888612,Slight or No change
219,2019-02-22,74.85,74.15,76.0,74.15,75.95,75.25,75.02,177985,13352235.85,3461,148255,83.3,2,2019,73.37012585260678,0.005344021376085584,Slight or No change
220,2019-02-25,75.25,75.0,75.6,74.1,74.55,74.85,74.94,114085,8549149.25,5144,84231,73.83,2,2019,73.37064226531092,-0.0053156146179402786,Slight or No change
221,2019-02-26,74.85,74.0,74.6,73.1,74.0,73.9,73.92,103390,7642426.9,4485,69790,67.5,2,2019,73.3708096185278,-0.0126920507682029,Slight or No change
222,2019-02-27,73.9,73.4,75.2,71.4,75.0,74.95,73.23,548274,40148159.75,16519,455206,83.03,2,2019,73.37345270226368,0.01420838971583227,Slight or No change
223,2019-02-28,74.95,73.25,77.0,73.25,76.45,76.05,75.02,583368,43762963.75,9953,498069,85.38,2,2019,73.3782106929852,0.014676450967311405,Slight or No change
224,2019-03-01,76.05,76.4,76.4,74.25,75.0,75.65,75.62,157591,11917266.5,3349,104692,66.43,3,2019,73.37930112105535,-0.005259697567389754,Slight or No change
225,2019-03-05,75.65,76.05,76.4,75.25,76.25,76.2,76.01,166209,12633681.65,5530,121118,72.87,3,2019,73.38072833481286,0.007270323859881023,Slight or No change
226,2019-03-06,76.2,76.55,79.9,76.5,78.9,78.3,78.58,513608,40359653.45,13308,327507,63.77,3,2019,73.38840781528302,0.027559055118110187,Slight or No change
227,2019-03-07,78.3,78.4,81.85,78.0,80.5,80.25,79.94,572204,45743920.9,8141,350247,61.21,3,2019,73.40032079426133,0.02490421455938696,Slight or No change
228,2019-03-08,80.25,80.1,88.4,80.1,85.65,85.8,85.45,2567128,219370757.1,16633,795328,30.98,3,2019,73.49615771751695,0.06915887850467284,Slight or No change
229,2019-03-11,85.8,85.6,89.3,81.1,87.3,87.9,85.02,11226570,954490986.5,50088,6207626,55.29,3,2019,73.96709560900968,0.02447552447552459,Slight or No change
230,2019-03-12,87.9,87.6,87.6,82.65,83.25,83.25,84.54,1344958,113709117.1,11948,993364,73.86,3,2019,74.00331432138958,-0.05290102389078499,Slight or No change
231,2019-03-13,83.25,82.75,84.5,82.4,82.4,83.0,83.21,726253,60430942.3,6594,429750,59.17,3,2019,74.02222890886434,-0.0030030030030030463,Slight or No change
232,2019-03-14,83.0,84.3,85.9,82.85,83.8,83.65,83.87,732610,61441168.9,13209,300501,41.02,3,2019,74.04260425099224,0.007831325301204783,Slight or No change
233,2019-03-15,83.65,84.0,84.5,78.0,79.95,80.15,83.04,1642496,136389159.95,8168,1301221,79.22,3,2019,74.0714452939661,-0.04184100418410042,Slight or No change
234,2019-03-18,80.15,81.0,82.0,79.5,80.0,80.65,80.68,297299,23986484.75,6567,158501,53.31,3,2019,74.0770635749911,0.006238303181534732,Slight or No change
235,2019-03-19,80.65,80.85,83.95,80.35,82.8,83.05,82.5,1094294,90283660.95,12411,885597,80.93,3,2019,74.10518161631049,0.029758214507129566,Slight or No change
236,2019-03-20,83.05,83.15,83.8,80.2,81.25,81.0,82.31,368060,30294894.3,8206,266028,72.28,3,2019,74.11244101099813,-0.024683925346176916,Slight or No change
237,2019-03-22,81.0,81.9,82.8,79.8,80.0,80.15,81.35,246458,20048639.25,4879,170826,69.31,3,2019,74.11669461626181,-0.01049382716049374,Slight or No change
238,2019-03-25,80.15,79.15,80.95,76.55,78.4,78.35,79.09,150104,11871136.75,2798,78902,52.56,3,2019,74.11851029259319,-0.022457891453524836,Slight or No change
239,2019-03-26,78.35,78.4,79.7,78.2,79.05,79.0,79.04,230634,18228797.9,1367,175730,76.19,3,2019,74.12172510894203,0.008296107211231751,Slight or No change
240,2019-03-27,79.0,78.95,82.0,78.55,79.65,79.85,79.41,4896930,388865545.8,7229,4620835,94.36,3,2019,74.20071972215379,0.010759493670885911,Slight or No change
241,2019-03-28,79.85,79.9,82.0,79.6,81.25,80.7,80.36,1231833,98993294.35,3467,1133825,92.04,3,2019,74.22318764270706,0.010644959298685253,Slight or No change
242,2019-03-29,80.7,80.95,81.8,80.2,80.5,80.65,80.83,153020,12369348.45,2188,112674,73.63,3,2019,74.22594633420894,-0.0006195786864930941,Slight or No change
243,2019-04-01,80.65,80.65,81.8,79.8,79.9,80.0,80.8,140030,11314395.25,5037,70749,50.52,4,2019,74.22821353854401,-0.008059516429014368,Slight or No change
244,2019-04-02,80.0,80.7,84.9,80.0,84.7,83.35,82.9,2184611,181099586.15,8312,1834595,83.98,4,2019,74.2837515709779,0.041874999999999885,Slight or No change
245,2019-04-03,83.35,84.85,86.4,80.75,81.55,81.95,83.45,941065,78534768.1,13469,607674,64.57,4,2019,74.30380559033978,-0.01679664067186548,Slight or No change
246,2019-04-04,81.95,81.95,82.15,79.55,80.3,80.0,80.37,202800,16298732.15,3429,82139,40.5,4,2019,74.30701486524511,-0.02379499694935938,Slight or No change
247,2019-04-05,80.0,80.0,80.15,79.5,79.85,79.75,79.82,116417,9292006.05,1063,56726,48.73,4,2019,74.30877468131868,-0.0031250000000000444,Slight or No change
248,2019-04-08,79.75,79.95,80.4,78.05,78.85,78.7,79.27,124589,9875881.5,2400,62953,50.53,4,2019,74.31029358034684,-0.013166144200626895,Slight or No change
249,2019-04-09,78.7,78.55,79.7,78.05,78.3,78.45,78.75,75420,5939420.8,757,42122,55.85,4,2019,74.31116020018644,-0.0031766200762388674,Slight or No change
250,2019-04-10,78.45,79.45,80.5,78.25,79.3,79.2,79.37,95041,7543504.05,1129,48319,50.84,4,2019,74.3124495620056,0.009560229445506607,Slight or No change
251,2019-04-11,79.2,78.85,78.95,76.5,77.35,77.9,78.0,135402,10561047.25,1229,94254,69.61,4,2019,74.31379702841475,-0.016414141414141326,Slight or No change
252,2019-04-12,77.9,79.1,80.55,79.05,79.1,79.4,79.52,774501,61588679.4,11707,461164,59.54,4,2019,74.32470084359706,0.019255455712451797,Slight or No change
253,2019-04-15,79.4,79.0,79.8,78.8,79.1,79.1,79.14,202957,16062088.85,4250,166317,81.95,4,2019,74.32738200846705,-0.0037783375314862644,Slight or No change
254,2019-04-16,79.1,79.2,79.45,78.1,78.75,78.75,78.94,498800,39374557.65,3037,440982,88.41,4,2019,74.33347633764183,-0.004424778761061843,Slight or No change
255,2019-04-18,78.75,79.9,80.0,77.55,77.7,78.1,78.42,488995,38346588.7,5853,417739,85.43,4,2019,74.33855768471233,-0.008253968253968291,Slight or No change
256,2019-04-22,78.1,77.75,77.8,75.6,76.2,76.25,76.58,185783,14226961.15,4655,108770,58.55,4,2019,74.33953690040816,-0.023687580025608113,Slight or No change
257,2019-04-23,76.25,76.2,77.8,73.9,74.7,74.25,74.89,1969005,147449270.05,5581,1870487,95.0,4,2019,74.33905338706934,-0.02622950819672132,Slight or No change
258,2019-04-24,74.25,76.0,76.5,74.15,74.35,74.6,75.03,1420462,106571181.35,9709,1202297,84.64,4,2019,74.34006602049908,0.00471380471380467,Slight or No change
259,2019-04-25,74.6,75.1,75.55,73.05,74.0,74.25,74.67,736409,54985722.3,8892,524862,71.27,4,2019,74.33988518728907,-0.004691689008042843,Slight or No change
260,2019-04-26,74.25,74.0,76.2,71.5,74.1,74.05,72.16,4761140,343569277.85,11500,3919483,82.32,4,2019,74.33617040133814,-0.002693602693602748,Slight or No change
261,2019-04-30,74.05,74.1,75.2,73.0,75.0,75.0,74.67,1881509,140500193.55,15821,1572300,83.57,4,2019,74.33951516908097,0.01282916948008106,Slight or No change
262,2019-05-02,75.0,75.1,75.85,74.05,74.1,74.45,74.78,158466,11850356.85,1764,79153,49.95,5,2019,74.33956203504385,-0.007333333333333303,Slight or No change
263,2019-05-03,74.45,74.5,77.9,73.9,74.45,74.4,76.28,1365345,104151193.2,11631,330710,24.22,5,2019,74.3397821181328,-0.000671591672263272,Slight or No change
264,2019-05-06,74.4,73.6,74.1,72.15,72.85,72.95,73.17,162351,11878426.4,1585,73909,45.52,5,2019,74.33918060084427,-0.019489247311827995,Slight or No change
265,2019-05-07,72.95,72.8,74.6,72.5,72.7,72.9,73.49,233538,17161694.0,4634,141921,60.77,5,2019,74.33828513510294,-0.0006854009595612665,Slight or No change
266,2019-05-08,72.9,72.9,73.0,70.1,71.6,71.65,71.36,343907,24542401.8,7449,213025,61.94,5,2019,74.33582423080044,-0.01714677640603568,Slight or No change
267,2019-05-09,71.65,71.0,71.85,70.0,71.45,71.25,70.69,219913,15546726.85,5133,119405,54.3,5,2019,74.33401894353172,-0.005582693649685999,Slight or No change
268,2019-05-10,71.25,71.0,72.9,70.8,71.2,71.35,71.55,156657,11209038.05,1369,86735,55.37,5,2019,74.33277587618376,0.00140350877192974,Slight or No change
269,2019-05-13,71.35,71.0,71.3,70.0,70.4,70.25,70.4,152710,10750130.75,2235,78786,51.59,5,2019,74.33111861876246,-0.015416958654519863,Slight or No change
