,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,vwap,Day_Perc_Change,Trend
38,2018-06-01,72.6,72.5,75.0,71.6,72.3,72.7,73.57,1163627,85602771.8,12092,499721,42.95,6,2018,72.96652643639413,0.0013774104683197397,Slight or No change
39,2018-06-04,72.7,75.25,77.4,73.45,75.6,75.95,75.44,3209752,242131998.8,22976,1124474,35.03,6,2018,73.01014433362754,0.04470426409903716,Slight or No change
40,2018-06-05,75.95,75.35,75.35,69.35,70.15,70.2,71.69,2973410,213173821.85,28301,1652760,55.58,6,2018,72.97259414249446,-0.07570770243581304,Slight or No change
41,2018-06-06,70.2,70.0,71.5,69.5,70.0,70.2,70.17,2222313,155929747.05,13860,1342789,60.42,6,2018,72.94517811778195,0.0,Slight or No change
42,2018-06-07,70.2,70.8,73.5,70.55,71.45,71.35,71.6,1917055,137263747.0,20369,823134,42.94,6,2018,72.93168637967304,0.01638176638176625,Slight or No change
43,2018-06-08,71.35,71.0,71.35,69.9,70.2,70.1,70.22,1723456,121018698.05,8609,922839,53.55,6,2018,72.91031759861491,-0.017519271198318198,Slight or No change
44,2018-06-11,70.1,70.7,72.0,70.5,71.2,71.2,71.17,749228,53324847.9,5338,292556,39.05,6,2018,72.90472514021212,0.01569186875891604,Slight or No change
45,2018-06-12,71.2,71.45,78.25,70.8,76.1,76.5,75.65,4730394,357873515.75,29299,1485033,31.39,6,2018,72.97744730727295,0.074438202247191,Slight or No change
46,2018-06-13,76.5,76.0,76.5,74.5,75.1,75.15,75.35,1108764,83540701.0,8360,455239,41.06,6,2018,72.987698931493,-0.01764705882352935,Slight or No change
47,2018-06-14,75.15,74.8,75.8,73.5,75.05,75.3,74.71,784144,58580574.25,5580,281336,35.88,6,2018,72.99538982048477,0.001996007984031767,Slight or No change
48,2018-06-15,75.3,74.25,75.9,73.85,75.5,75.5,74.91,722753,54140697.9,4371,328249,45.42,6,2018,73.00304467628861,0.0026560424966799445,Slight or No change
49,2018-06-18,75.5,75.0,77.0,74.7,76.5,76.3,76.23,1033699,78800046.1,7322,404458,39.13,6,2018,73.01739361813478,0.01059602649006619,Slight or No change
50,2018-06-19,76.3,75.35,77.4,74.95,76.7,76.45,76.5,712324,54493952.3,5358,286014,40.15,6,2018,73.02765754995394,0.001965923984272644,Slight or No change
51,2018-06-20,76.45,76.8,77.8,73.7,74.05,74.15,75.78,1624077,123073926.35,11998,880912,54.24,6,2018,73.03525719780473,-0.0300850228907783,Slight or No change
52,2018-06-21,74.15,74.35,75.5,73.1,75.5,74.95,74.36,501222,37268935.4,2792,263240,52.52,6,2018,73.03925016203519,0.010788941335131419,Slight or No change
53,2018-06-22,74.95,74.6,76.0,73.8,74.8,75.25,75.1,402803,30250403.0,2514,151838,37.7,6,2018,73.04294895415171,0.004002668445630464,Slight or No change
54,2018-06-25,75.25,74.3,75.6,72.3,74.5,73.45,73.7,341342,25156863.3,2149,178076,52.17,6,2018,73.04352525720266,-0.02392026578073081,Slight or No change
